,Time,Experience,Role,Industry,Size,Company,Salary,Remote,Locations,Tags,Min_Salary,Max_Salary,Currency,Min_Annual_Eur_Salary,Max_Annual_Eur_Salary,Additional
3740,Full-time,Senior,Data Scientist,"Bioinformatics, Genomics, Science",501–1k people,Public,£49k - 58k (British Pounds),None,"Hinxton,UK","['r', 'unix']",49000.0,58000.0,£,55681.818181818184,65909.09090909091,
3742,Full-time,Senior,Backend Developer,"Agile Software Development, Insurance, SaaS",51–200 people,VC Funded,None,Remote,Noofficelocation,"['postgresql', 'javascript', 'typescript', 'rest', 'sql']",0.0,0.0,,,,
3743,Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['amazon-web-services', 'ios', 'android']",0.0,0.0,,,,
3744,Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['java', 'android', 'sdk']",0.0,0.0,,,,
3747,Full-time,Junior,Full Stack Developer,"Cloud-Based Solutions, Digital Marketing, Marketing Software",201–500 people,Private,None,On-siteandlimitedremote,"SanJose,CA",[],0.0,0.0,,,,
3748,Full-time,None,Mobile Developer,None,None,None,None,None,"ShinjukuCity,Japan","['objective-c', 'ios', 'swift']",0.0,0.0,,,,
3750,Full-time,None,Mobile Developer,None,None,None,None,None,"Matsudo,Japan","['android', 'ios', 'swift']",0.0,0.0,,,,
3754,Full-time,Mid-Level,Data Scientist,"Consumer Electronics, Financial Services, Software Development / Engineering",1k–5k people,Public,None,None,Singapore,"['machine-learning', 'algorithm', 'bayesian', 'nlp']",0.0,0.0,,,,
3755,Full-time,None,Mobile Developer,None,None,None,None,None,"Pune,India","['php', 'android', 'mysql']",0.0,0.0,,,,
3758,Full-time,"Mid-Level, Senior, Lead",Frontend Developer,"B2B Sales, Enterprise Software, Mobile Application",11–50 people,VC Funded,$100k - 130k (US Dollars),On-siteandlimitedremote,"NewYork,NY",[],100000.0,130000.0,$,92592.59259259258,120370.37037037036,
3760,Full-time,None,Mobile Developer,None,None,None,None,None,"Fukuoka,Japan","['hadoop', 'java', 'objective-c']",0.0,0.0,,,,
3762,Full-time,None,Frontend Developer,None,None,None,None,None,"ChiyodaCity,Japan","['javascript', 'jquery']",0.0,0.0,,,,
3764,Full-time,None,Backend Developer,None,None,None,None,None,"Mumbai,India","['java', 'rest', 'java-ee']",0.0,0.0,,,,
3765,Full-time,Manager,"DevOps, Product Manager, System Administrator","eCommerce, Marketplace, Web Development",1k–5k people,Public,None,None,"Tokyo,Japan","['agile', 'project-management', 'sre', 'devops', 'google-cloud-platform']",0.0,0.0,,,,
3769,Full-time,None,Mobile Developer,None,None,None,None,None,"Matsuyama,Japan","['swift', 'php', 'reactjs']",0.0,0.0,,,,
3770,Full-time,"Mid-Level, Senior","DevOps, System Administrator","B2C, Software Development, Sports Technology",501–1k people,Private,$100k - 125k (US Dollars),None,"LasVegas,NV","['chef', 'ruby', 'python', 'amazon-web-services']",100000.0,125000.0,$,92592.59259259258,115740.74074074073,
3772,Full-time,None,QA/Test Developer,None,None,None,None,None,"Bengaluru,India",['amazon-web-services'],0.0,0.0,,,,
3773,Full-time,"Junior, Mid-Level, Senior","Backend Developer, Full Stack Developer","E-Commerce, Logistics & Distribution",201–500 people,Private,None,None,"Braunschweig,Deutschland","['php', 'sql', 'html', 'css', 'javascript']",0.0,0.0,,,,
3774,Full-time,"Senior, Lead",System Administrator,"Cybersecurity, Software Development, Software Development / Engineering",1k–5k people,Private,None,None,"Moscow,Russia","['linux', 'c++', 'c', 'tcp-ip', 'architecture']",0.0,0.0,,,,
3777,Full-time,"Junior, Mid-Level",Mobile Developer,"Information Technology, Video Streaming",51–200 people,Private,None,None,"Gangnam-daero,SouthKorea","['ios', 'objective-c', 'swift', 'rx-swift', 'realm']",0.0,0.0,,,,
3779,Full-time,Mid-Level,Full Stack Developer,"CMS, Web Development, Web Technology",11–50 people,Private,$70k - 80k (US Dollars),On-siteandlimitedremote,"KansasCity,MO",[],70000.0,80000.0,$,64814.81481481481,74074.07407407407,
3785,Full-time,None,DevOps,None,None,None,None,None,"Hyderabad,India","['linux', 'unix']",0.0,0.0,,,,
3786,Full-time,None,Mobile Developer,None,None,None,None,None,"Mumbai,India","['php', 'laravel', 'mysql']",0.0,0.0,,,,
3787,Full-time,None,Backend Developer,None,None,None,None,None,"Amsterdam,Netherlands","['php', 'back-end', 'magento', 'gitlab', 'docker']",0.0,0.0,,,,
3790,Full-time,None,Mobile Developer,None,None,None,None,None,"Fukuoka,Japan","['java', 'android']",0.0,0.0,,,,
3792,Full-time,Mid-Level,Full Stack Developer,"Big Data, Human Resources, Technology Staffing",51–200 people,Private,$100k - 125k (US Dollars),None,"LasVegas,NV","['node.js', 'java', 'azure', 'iam', 'rest']",100000.0,125000.0,$,92592.59259259258,115740.74074074073,
3797,Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['cloud', 'agile', 'objective-c']",0.0,0.0,,,,
3798,Full-time,"Mid-Level, Senior, Lead","Frontend Developer, QA/Test Developer","Health Care, Information Technology",10k+ people,Private,None,None,"Chicago,IL","['react-native', 'react', 'java', 'bdd', 'mongo']",0.0,0.0,,,,
3799,Full-time,"Mid-Level, Senior, Lead",DevOps,"Agile Software Development, B2B, CRM",201–500 people,Public,None,None,"Lund,Sweden","['python', 'amazon-web-services', 'flask', 'docker', 'kubernetes']",0.0,0.0,,,,
3800,Full-time,None,QA/Test Developer,None,None,None,None,None,"Pune,India","['testing', 'automation', 'qa']",0.0,0.0,,,,
3801,Full-time,"Senior, Lead",Full Stack Developer,"Financial Services, Financial Technology, Insurance",51–200 people,Private,None,None,"Berlin,Germany","['node.js', 'java', 'javascript', 'reactjs', 'spring-boot']",0.0,0.0,,,,
3802,Full-time,None,Backend Developer,None,None,None,None,None,"Hyderabad,India","['spring', 'java', 'spring-mvc']",0.0,0.0,,,,
3805,Full-time,Mid-Level,Backend Developer,"Information Technology, IT Security, Network Security",1k–5k people,Public,None,None,"Austin,TX","['java', 'web-services', 'api', 'amazon-web-services', 'cloud']",0.0,0.0,,,,
3809,Full-time,"Mid-Level, Senior",DevOps,"Artificial Intelligence, Computational Biochemistry, Machine Learning",51–200 people,VC Funded,None,None,"SanFrancisco,CA","['python', 'github', 'kubernetes', 'amazon-web-services', 'c++']",0.0,0.0,,,,
3810,Full-time,None,Product Manager,None,None,None,None,None,"Hannover,Deutschland","['mysql', 'project-management', 'design']",0.0,0.0,,,,
3814,Full-time,None,Full Stack Developer,None,None,None,None,None,"Houston,TX","['java', 'python', 'sql']",0.0,0.0,,,,
3815,Full-time,Mid-Level,Data Scientist,Consulting,10k+ people,None,None,None,"Zürich,Switzerland","['r', 'sql', 'python', 'tensorflow']",0.0,0.0,,,,
3816,Full-time,Mid-Level,DevOps,"Information Technology, IT Consulting, IT Security",1k–5k people,Public,€50k - 75k (Euros),None,"Halle(Saale),Deutschland","['java', 'c#', '.net', 'devops', 'javascript']",50000.0,75000.0,€,50000.0,75000.0,
3819,Full-time,"Mid-Level, Senior",Mobile Developer,"Data & Analytics, E-Commerce, Information Technology",501–1k people,Private,None,None,"Köln,Deutschland","['java', 'mobile', 'android', 'kubernetes', 'kotlin']",0.0,0.0,,,,
3821,Full-time,"Mid-Level, Senior",QA/Test Developer,"Cloud-Based Solutions, Governance,  Risk,  and Compliance, Risk Management",51–200 people,Private,$75k - 85k (US Dollars),None,"Concord,MA","['sql-server', 'automated-tests', 'selenium', 'azure-devops', 'testing']",75000.0,85000.0,$,69444.44444444444,78703.7037037037,
3822,Full-time,None,Backend Developer,None,None,None,None,None,"Geneva,Switzerland","['java', 'hibernate', 'java-ee']",0.0,0.0,,,,
3828,Full-time,"Mid-Level, Senior",Product Manager,Financial Services,10k+ people,Public,None,None,"Evansville,IN","['osx', 'project-management', 'zos', 'db2']",0.0,0.0,,,,
3829,Contract,Mid-Level,"Backend Developer, Full Stack Developer",None,None,None,None,None,"Irvine,CA","['java', 'spring', 'java-ee', 'spring-boot']",0.0,0.0,,,,
3833,Full-time,None,Backend Developer,None,None,None,None,None,"Surat,India","['xml', 'php', 'api']",0.0,0.0,,,,
3834,Full-time,None,"Designer, Full Stack Developer",None,None,None,None,None,"Hyderabad,India","['automation', 'user-interface', 'user-experience']",0.0,0.0,,,,
3836,Full-time,Mid-Level,"Database Administrator, QA/Test Developer","Information Technology, IT Security, Network Security",1k–5k people,Public,None,None,"Austin,TX","['oracle', 'testing', 'cloud', 'java']",0.0,0.0,,,,
3837,Full-time,None,Mobile Developer,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"NewYork,NY","['ios', 'objective-c', 'iphone']",0.0,0.0,,,,
3838,Full-time,None,Designer,None,None,None,None,None,"Ahmedabad,India","['user-experience', 'user-interface', 'design']",0.0,0.0,,,,
3841,Full-time,"Mid-Level, Senior",Mobile Developer,"Desktop Applications, Language Services, Mobile Application",11–50 people,None,€43k - 56k (Euros),None,"Graz,Austria","['android', 'java', 'kotlin', 'dagger', 'android-jetpack']",43000.0,56000.0,€,43000.0,56000.0,
3842,Full-time,Senior,Embedded Developer,None,None,None,None,None,"Karlsruhe,Deutschland","['embedded', 'c++', 'c', 'java', 'scrum']",0.0,0.0,,,,
3844,Full-time,None,Mobile Developer,"Agile Software Development, Content Marketing, Web Technology",1k–5k people,Public,None,None,"Newark,NJ","['ios', 'objective-c', 'iphone']",0.0,0.0,,,,
3845,Full-time,None,Mobile Developer,Consumer Electronics,10k+ people,Public,None,None,"Shanghai,China","['c++', 'ios']",0.0,0.0,,,,
3846,Full-time,"Junior, Mid-Level",Mobile Developer,"Agile Software Development, Mobile Application, Mobile Development",11–50 people,Private,None,None,"Amersfoort,Netherlands","['android', 'java', 'mobile']",0.0,0.0,,,,
3847,Full-time,None,Full Stack Developer,None,None,None,None,None,"Bengaluru,India","['php', 'mysql', 'laravel']",0.0,0.0,,,,
3850,Full-time,Junior,QA/Test Developer,"Car Dealer, Information Services, Information Technology",51–200 people,Private,€40k - 60k (Euros),None,"Düsseldorf,Deutschland","['php', 'javascript', 'selenium', 'katalon-studio', 'unit-testing']",40000.0,60000.0,€,40000.0,60000.0,
3851,Full-time,Mid-Level,System Administrator,Chemicals,10k+ people,Public,None,None,"Leverkusen,Deutschland","['web-services', 'hexagonal-tiles', 'sysadmin']",0.0,0.0,,,,
3853,Full-time,None,QA/Test Developer,"Banking, Financial Technology, Information Technology",10k+ people,Public,None,None,"Edinburgh,UK","['testing', 'qa', 'agile', 'devops']",0.0,0.0,,,,
3854,Full-time,"Junior, Mid-Level, Senior",Backend Developer,"Mobile Application, Web Design, Web Development",11–50 people,Private,€15k - 60k (Euros),Remote,Noofficelocation,[],15000.0,60000.0,€,15000.0,60000.0,
3855,Full-time,Senior,Backend Developer,"Cloud Services, Green Energy, Software Development / Engineering",11–50 people,Private,None,None,"Zagreb,Kroatien","['java', 'postgresql', 'kotlin', 'docker']",0.0,0.0,,,,
3856,Full-time,None,QA/Test Developer,Consumer Electronics,10k+ people,Public,None,None,"Cupertino,CA",[],0.0,0.0,,,,
3857,Full-time,None,DevOps,None,None,None,None,None,"Hyderabad,India","['amazon-web-services', 'ansible', 'devops']",0.0,0.0,,,,
3858,Full-time,None,Data Scientist,None,None,None,None,None,"MountainView,CA","['data-science', 'machine-learning', 'metrics', 'database']",0.0,0.0,,,,
3860,Full-time,Mid-Level,Backend Developer,"Financial Technology, Machine Learning, Software Development / Engineering",11–50 people,Private,None,None,"NewYork,NY","['java', 'python', 'scala', 'spring', 'redis']",0.0,0.0,,,,
3862,Full-time,"Junior, Mid-Level",Full Stack Developer,"Legal Technology, Software Development / Engineering",11–50 people,Private,None,None,"Chicago,IL","['.net', 'visual-studio', 'azure-devops', 'git', 'html']",0.0,0.0,,,,
3863,Full-time,"Junior, Mid-Level",Graphics/Game Developer,"Aerospace, Data Science, Software Development",5k–10k people,Public,€48k - 70k (Euros),None,"Bremerhaven,Deutschland","['security', '3d', 'game-engine', 'gpu']",48000.0,70000.0,€,48000.0,70000.0,
3864,Full-time,Senior,Mobile Developer,"Financial Services, Financial Technology, Mobile Payments",501–1k people,Private,None,None,"Stockholm,Sweden","['ios', 'swift', 'uikit', 'objective-c', 'unit-testing']",0.0,0.0,,,,
3867,Full-time,None,Full Stack Developer,None,None,None,None,None,"Noida,India","['php', 'zend-framework', 'javascript']",0.0,0.0,,,,
3869,Full-time,None,Frontend Developer,None,None,None,None,None,"ChiyodaCity,Japan","['amazon-web-services', 'reactjs', 'coffeescript']",0.0,0.0,,,,
3870,Full-time,"Mid-Level, Senior, Lead",Mobile Developer,"Agile Software Development, Software Consulting, Software Development / Engineering",51–200 people,Private,None,None,"Paris,France","['android', 'java', 'kotlin', 'mvvm', 'bitrise']",0.0,0.0,,,,
3873,Full-time,"Mid-Level, Senior, Lead","Backend Developer, Full Stack Developer","eCommerce, Software Development, Web Development",11–50 people,Private,£35k - 75k (British Pounds),On-siteandlimitedremote,"London,UK",[],35000.0,75000.0,£,39772.72727272727,85227.27272727272,
3874,Full-time,None,"Full Stack Developer, Mobile Developer",None,None,None,None,None,"Mumbai,India","['android', 'ios', 'mobile']",0.0,0.0,,,,
3875,Full-time,None,Product Manager,None,None,None,None,None,"Indore,India","['php', 'model-view-controller', 'project-management']",0.0,0.0,,,,
3877,Full-time,None,Backend Developer,None,None,None,None,None,"Nagoya,Japan","['python', 'angularjs', 'rest']",0.0,0.0,,,,
3883,Full-time,"Mid-Level, Senior",Frontend Developer,"Recruiting, Software Development / Engineering",201–500 people,None,€40k - 70k (Euros),None,"Köln,Germany","['haml', 'scss', 'coffeescript', 'javascript', 'design']",40000.0,70000.0,€,40000.0,70000.0,
3884,Full-time,Mid-Level,Full Stack Developer,"Financial Services, Financial Technology",1k–5k people,Private,None,On-siteandlimitedremote,"CapeTown,SouthAfrica",[],0.0,0.0,,,,
3885,Full-time,None,DevOps,None,None,None,None,None,"MinatoCity,Japan","['amazon-web-services', 'ansible', 'reactjs']",0.0,0.0,,,,
3886,Full-time,"Mid-Level, Senior",Backend Developer,"Computer Software, Developer APIs, Software Development",51–200 people,Private,€50k - 65k (Euros),None,"Berlin,Deutschland","['python', 'elasticsearch', 'rest']",50000.0,65000.0,€,50000.0,65000.0,
3888,Full-time,Senior,Full Stack Developer,"Broadcast, Digital Media, Publishing",11–50 people,Private,None,On-siteandlimitedremote,"Malmö,Sweden",[],0.0,0.0,,,,
3891,Full-time,None,Data Scientist,None,None,None,None,None,"Fukuoka,Japan","['python', 'r']",0.0,0.0,,,,
3897,Full-time,Manager,Full Stack Developer,E-Commerce,501–1k people,Public,None,None,"Berlin,Deutschland","['java', 'javascript', 'kotlin', 'ab-testing']",0.0,0.0,,,,
3898,Full-time,Lead,Data Scientist,None,None,None,£70k - 110k (British Pounds),None,"London,UK","['java', 'python', 'mongodb', 'machine-learning', 'google-cloud-platform']",70000.0,110000.0,£,79545.45454545454,125000.0,
3901,Full-time,Mid-Level,"Backend Developer, Data Scientist",None,None,None,$72k - 96k (US Dollars),None,"AbuDhabi,UnitedArabEmirates","['python', 'java', 'scala', 'c#', 'pandas']",72000.0,96000.0,$,66666.66666666666,88888.88888888888,
3904,Full-time,"Mid-Level, Senior, Lead",Frontend Developer,"Big Data, Bioinformatics, Health Care",10k+ people,None,None,None,"NewYork,NY","['reactjs', 'typescript', 'github']",0.0,0.0,,,,
3906,Full-time,None,Frontend Developer,None,None,None,None,None,"Pune,India","['angularjs', 'reactjs', 'javascript']",0.0,0.0,,,,
3909,Full-time,Mid-Level,QA/Test Developer,"Gambling, Gaming, Software Development / Engineering",1k–5k people,Public,None,None,"Marousi,Greece","['gherkin', 'postman', 'cucumber', 'unit-testing', 'selenium']",0.0,0.0,,,,
3910,Full-time,None,Mobile Developer,None,None,None,None,None,"Sapporo,Japan","['android', 'ruby-on-rails', 'ruby']",0.0,0.0,,,,
3911,Full-time,None,Mobile Developer,None,None,None,None,None,"Mumbai,India","['java', 'web-services', 'android']",0.0,0.0,,,,
3913,Full-time,None,Database Administrator,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['oracle', 'python', 'hadoop']",0.0,0.0,,,,
3915,Full-time,None,Frontend Developer,None,None,None,None,None,"Hyderabad,India","['angularjs', 'javascript', 'jquery']",0.0,0.0,,,,
3916,Full-time,None,QA/Test Developer,None,None,None,None,None,"Pune,India","['saas', 'testing', 'qa']",0.0,0.0,,,,
3919,Full-time,None,Frontend Developer,None,None,None,None,None,"NaviMumbai,India","['php', 'java', 'javascript']",0.0,0.0,,,,
3923,Full-time,None,Mobile Developer,None,None,None,None,None,"Chennai,India","['android', 'objective-c', 'mobile']",0.0,0.0,,,,
3924,Full-time,None,Full Stack Developer,None,None,None,None,None,"Hyderabad,India","['php', '.net', 'wordpress']",0.0,0.0,,,,
3925,Full-time,None,Frontend Developer,None,None,None,None,None,"Pune,India","['angularjs', 'javascript', 'sql']",0.0,0.0,,,,
3926,Internship,Student,Frontend Developer,Software Development / Engineering,501–1k people,Private,None,None,"Nürnberg,Deutschland","['react', 'typescript']",0.0,0.0,,,,
3929,Full-time,None,Full Stack Developer,None,None,None,None,None,"Chennai,India","['php', 'angularjs', 'reactjs']",0.0,0.0,,,,
3936,Contract,"Junior, Mid-Level, Senior",Frontend Developer,None,None,None,None,Remote,Noofficelocation,"['reactjs', 'agile', 'javascript']",0.0,0.0,,,,
