job_type,experience,role,industry,company_size,company_type,salary,remote,location,tags
Full-time,"Mid-Level, Senior, Lead",None,"Computer Games, Platforms, Software Development / Engineering",1–10 people,Private,€35k - 65k (Euros),Remote,Noofficelocation,[]
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['python', 'php', 'mysql']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['wordpress', 'php', 'design']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['java', 'c++', 'sql']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['php', 'wordpress', 'ajax']"
Full-time,None,System Administrator,Consumer Electronics,10k+ people,Public,None,None,"Cupertino,CA","['java', 'maven', 'spring', 'tcp', 'bash']"
Full-time,Senior,Backend Developer,"Digital Media, Entertainment, Media",51–200 people,Private,$90k - 140k (US Dollars),None,"LosAngeles,CA","['amazon-web-services', 'database', 'postgresql', 'sql']"
Full-time,"Mid-Level, Senior, Lead",QA/Test Developer,"Finance, Financial Technology, Mobile Payments",1k–5k people,Private,None,None,"Pinheiros,Brazil","['authentication', 'qa']"
Full-time,None,Embedded Developer,None,None,None,None,None,"Ghaziabad,India","['c++', 'linux', 'embedded']"
Full-time,Mid-Level,None,"Automotive, Autonomous Driving, Software Development / Engineering",5k–10k people,Private,None,None,"Weissach,Deutschland","['cloud', 'web-services', 'c#', 'java', 'c++']"
Full-time,None,None,None,None,None,None,None,"Suita,Japan",['mysql']
Full-time,"Mid-Level, Senior, Lead",Frontend Developer,None,None,None,£50k - 90k (British Pounds),On-siteandlimitedremote,"London,UK",[]
Full-time,None,Data Scientist,None,None,None,None,None,"ShinagawaCity,Japan","['python', 'r', 'sql']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Indore,India","['wordpress', 'php', 'jquery']"
Full-time,Senior,Frontend Developer,"Accounting Software, Computer Software, Enterprise Software",201–500 people,Private,None,Remote,"Sterling,VA",[]
Full-time,None,None,None,None,None,None,None,"Tsu,Japan","['vb.net', 'asp.net']"
Full-time,None,None,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['opencv', 'computer-vision', 'tensorflow', 'c++']"
Full-time,Mid-Level,System Administrator,"Market research, Web Technology",501–1k people,Private,None,Remote,Noofficelocation,"['kubernetes', 'amazon-web-services', 'python', 'docker', 'splunk']"
Full-time,"Mid-Level, Senior, Lead",None,"Cloud Services, Information Technology",10k+ people,Public,None,None,"SanFrancisco,CA","['java', 'sql', 'jvm', 'javascript', 'hadoop']"
Full-time,Senior,Backend Developer,"Computer-Aided Engineering, SaaS, Simulation Software",51–200 people,VC Funded,None,None,"München,Germany","['go', 'java', 'rest', 'jvm']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['javascript', 'css', 'html']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['ruby', 'ruby-on-rails', 'java']"
Full-time,None,None,None,None,None,None,None,"Matsuyama,Japan","['node.js', 'javascript', 'php']"
Full-time,"Mid-Level, Senior",Product Manager,"Life Sciences, Manufacturing, Medical Devices",501–1k people,Private,None,None,"MorganHill,CA","['sql', 'project-management', 'excel-2010']"
Full-time,None,None,None,None,None,None,None,"Yokohama,Japan",['php']
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['reactjs', '.net', 'design']"
Full-time,None,None,None,None,None,None,None,"Kanazawa,Japan","['reactjs', 'php', 'mysql']"
Full-time,None,None,None,None,None,None,None,"Chennai,India","['hadoop', 'bigdata', 'java']"
Full-time,Mid-Level,Frontend Developer,"Electronics, Industrial Automation, Software Development / Engineering",10k+ people,Public,None,None,"İstanbul,Turkey","['http', 'reactjs', 'javascript']"
Full-time,None,None,None,None,None,None,None,"大阪市,Japan","['java', 'java-ee']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['azure', 'amazon-web-services', 'cloud']"
Full-time,None,Product Manager,"Cloud Services, Customer Experience Management, Enterprise Software",10k+ people,Public,None,None,"NewportBeach,CA","['scrum', 'agile']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['vb.net', 'c#', '.net']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['php', 'laravel', 'lamp']"
Full-time,None,None,None,None,None,None,None,"BunkyoCity,Japan","['cloud', 'java', 'python']"
Full-time,Senior,DevOps,"Financial Technology, Payment Gateway",51–200 people,VC Funded,None,Remote,"London,UK",[]
Full-time,Senior,Backend Developer,"Agile Software Development, Software Development / Engineering",201–500 people,Private,CHF 93 - 128 (Swiss Francs),None,"Bern,Schweiz","['java', 'spring', 'java-ee', 'hibernate', 'angular']"
Full-time,None,None,None,None,None,None,None,"ShinjukuCity,Japan","['c#', 'c#-4.0', 'javascript']"
Full-time,Mid-Level,None,"IT Consulting, IT Recruitment, IT Security",10k+ people,Public,€40k - 70k (Euros),None,"Berlin,Deutschland","['java', 'java-ee-6', 'swing', 'javafx', 'git']"
Full-time,"Mid-Level, Senior",None,"Software Development, Software Development / Engineering",11–50 people,Private,€50k - 75k (Euros),On-siteandlimitedremote,"Berlin,Germany",[]
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan","['java', 'java-ee', 'javascript']"
Full-time,"Senior, Lead",None,"Cybersecurity, Defence & Security, Software Development / Engineering",201–500 people,Private,£45k - 60k (British Pounds),None,"Tewkesbury,UK","['c++', 'oop', 'python', 'linux', 'tdd']"
Full-time,None,None,None,None,None,None,None,"Fukuoka,Japan","['ruby', 'ruby-on-rails', 'elasticsearch']"
Full-time,None,None,None,None,None,None,None,"MeguroCity,Japan","['java', 'vb.net', 'jsp']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['php', 'java', 'ruby']"
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan","['php', 'linux', 'java']"
Full-time,None,None,None,None,None,None,None,"ShinjukuCity,Japan","['php', 'angularjs', 'c++']"
Full-time,None,None,None,None,None,None,None,"福岡市,Japan","['java', 'java-ee']"
Full-time,Mid-Level,None,"Data Science, Software Development, Software Development / Engineering",1k–5k people,Public,None,None,"Düsseldorf,Germany","['amazon-web-services', 'apache-kafka', 'python', 'nosql']"
Full-time,None,None,None,None,None,None,None,"Hamamatsu,Japan","['linux', 'windows', 'java']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['node.js', 'java', 'python']"
Full-time,"Mid-Level, Senior","Backend Developer, Full Stack Developer","Online Travel, Transportation, Travel & Tourism",1k–5k people,Private,None,None,"Nürnberg,Germany","['php', 'reactjs', 'javascript', 'symfony', 'amazon-web-services']"
Full-time,"Junior, Mid-Level, Senior",None,"Gambling, Gaming",1–10 people,Private,£30k - 50k (British Pounds),None,"Oxford,UK","['python', 'postgresql', 'javascript', 'graphql']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Kochi,India","['qa', 'testing', 'automated-tests']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Hyderabad,India","['amazon-web-services', 'java', 'mobile']"
Full-time,None,None,Financial Services,10k+ people,Public,None,None,"Chicago,IL","['ruby-on-rails', 'agile', 'postgresql']"
Full-time,None,None,None,None,None,None,None,"Tachikawa,Japan","['java', 'java-ee']"
Full-time,None,None,None,None,None,None,None,"大田区,Japan","['vb.net', 'ruby', 'php']"
Full-time,Senior,None,"Government, Information Technology, Public Services",51–200 people,Public,$143k - 171k (US Dollars),None,"Washington,DC","['ruby-on-rails', 'python', 'architecture', 'cloud', 'go']"
Full-time,None,None,None,None,None,None,None,"ShinjukuCity,Japan","['ruby-on-rails', 'scala', 'ruby']"
Full-time,Mid-Level,None,"Biotechnology, Computer Software, Information Technology",11–50 people,Private,None,None,"Tolochenaz,Switzerland",['python']
Full-time,Mid-Level,System Administrator,"Architecture, Government, Information Technology",51–200 people,Private,None,None,"Reston,VA","['linux', 'unix', 'shell', 'networking', 'security-testing', 'sysadmin']"
Full-time,Mid-Level,"Backend Developer, Database Administrator, Full Stack Developer","Banking, Finance, Financial Technology",1k–5k people,None,None,None,"FrankfurtamMain,Deutschland","['sql', 'java', 'oracle', 'hibernate', 'jakarta-ee']"
Full-time,None,None,None,None,None,None,None,"福岡市,Japan","['c#', '.net', 'c#-4.0']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['linux', 'python', 'ruby']"
Full-time,None,None,None,None,None,None,None,"MilfordCharterTownship,MI","['apache-spark', 'model-view-controller', 'c++']"
Full-time,"Junior, Mid-Level",Frontend Developer,Advertising Technology,11–50 people,Private,None,None,"Berlin,Deutschland","['php', 'angularjs', 'javascript']"
Full-time,Lead,None,"Healthcare, Logistics and Supply Chain, Software Development",11–50 people,Private,None,None,"Chicago,IL","['amazon-web-services', 'typescript', 'node.js', 'symfony', 'php']"
Full-time,"Mid-Level, Senior, Lead",DevOps,"Advertising Technology, Commercial Real Estate, eCommerce",1k–5k people,Private,None,None,Singapore,"['amazon-web-services', 'python', 'ruby', 'bash']"
Full-time,"Junior, Mid-Level",Full Stack Developer,"Consulting, Financial Technology, Product Development",11–50 people,Private,A$120k - 140k (Australian Dollars),None,"Sydney,Australia","['angularjs', 'node.js', 'amazon-web-services', 'spring', 'java']"
Full-time,"Mid-Level, Senior, Lead",Mobile Developer,"Consulting, Software Development / Engineering",51–200 people,Private,None,On-siteandlimitedremote,"London,UK",[]
Full-time,Mid-Level,None,None,None,None,None,None,"Oberkochen,Deutschland","['c++', 'qt', 'mongodb']"
Full-time,"Mid-Level, Senior",Backend Developer,"Agile Software Development, Computer Software, CPQ (Configure,  Price,  Quote)",51–200 people,Private,None,On-siteandlimitedremote,"Stuttgart,Deutschland",[]
Full-time,None,None,None,None,None,None,None,"SahibzadaAjitSinghNagar,India","['php', 'mysql', 'html']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['php', 'lamp']"
Full-time,None,None,None,None,None,None,None,"Pune,India","['wordpress', 'php', 'html']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['reactjs', 'cloud', 'azure']"
Full-time,Senior,QA/Test Developer,"Fraud, Information Technology, OCR",51–200 people,Private,None,None,"SãoPaulo,Brazil","['java', 'sql', 'qa']"
Full-time,None,None,None,None,None,None,None,"Yokohama,Japan","['java', 'python', 'javascript']"
Full-time,Mid-Level,Full Stack Developer,None,None,None,None,None,"Düsseldorf,Deutschland","['ruby-on-rails', 'angularjs', 'ruby']"
Full-time,None,None,None,None,None,None,None,"SahibzadaAjitSinghNagar,India","['php', 'laravel', 'mysql']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ChiyodaCity,Japan","['python', 'ios', 'iphone']"
Full-time,None,None,None,None,None,None,None,"Ahmedabad,India","['php', 'html', 'html5']"
Full-time,None,None,None,None,None,None,None,"ChiyodaCity,Japan","['java', 'spring', 'ruby']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Hyderabad,India","['java', 'android']"
Full-time,None,None,None,None,None,None,None,"Yokohama,Japan","['c#', 'c', 'c#-4.0']"
Full-time,Manager,None,"Consumer Electronics, Home Security, Smart Home",501–1k people,Private,None,None,"Boston,MA","['pci-compliance', 'amazon-web-services', 'architecture', 'e-commerce', 'javascript']"
Internship,"Student, Junior","Backend Developer, Frontend Developer","Energy & Utilities, Software Development / Engineering",201–500 people,Private,None,None,"Aachen,Deutschland","['java', 'c#', '.net', 'backend', 'frontend']"
Full-time,Mid-Level,Backend Developer,None,None,None,None,None,"Hamburg,Deutschland","['symfony2', 'php']"
Full-time,Senior,Full Stack Developer,"Artificial Intelligence, Information Technology, Software Development",51–200 people,VC Funded,$10k - 36k (US Dollars),None,HongKong,"['reactjs', 'javascript', 'node.js', 'ecmascript-6', 'typescript']"
Full-time,"Mid-Level, Senior, Lead",None,None,None,None,None,None,"Basel,Switzerland","['java', 'eclipse', 'java-ee', 'sql']"
Full-time,None,None,None,None,None,None,None,"Mumbai,India","['php', 'laravel', 'css']"
Full-time,"Mid-Level, Senior",None,"Computer Games, Entertainment, Gaming",1k–5k people,None,None,None,"NewYork,NY","['hadoop', 'apache-spark', 'spark-streaming', 'apache-kafka', 'python']"
Full-time,None,None,None,None,None,None,None,"ShibuyaCity,Japan","['php', 'css', 'html']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Coimbatore,India","['php', 'java']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['linux', 'user-interface', 'oop']"
Contract,Mid-Level,QA/Test Developer,"Big Data, Data Science",51–200 people,Private,None,Remote,Noofficelocation,"['qa', 'testing']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Hyderabad,India","['selenium', 'qa', 'testing']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['hadoop', 'bigdata', 'linux']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan","['javascript', 'php', 'mysql']"
Full-time,None,None,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"Fremont,CA",['web-services']
Full-time,None,DevOps,None,None,None,None,None,"Hyderabad,India","['azure', 'asp.net-web-api']"
Full-time,None,None,None,None,None,None,None,"MinatoCity,Japan",['java']
Full-time,None,"Mobile Developer, QA/Test Developer",None,None,None,None,None,"Pune,India","['java', 'python', 'android']"
Full-time,"Junior, Mid-Level, Senior",None,"Automotive, IT Consulting, Software Development / Engineering",201–500 people,Private,None,None,"Erlangen,Deutschland","['c#', 'c++', '.net', 'unit-testing', 'git']"
Full-time,None,None,None,None,None,None,None,"Bengaluru,India","['.net', 'c#', 'asp.net']"
Full-time,None,None,None,None,None,None,None,"Fukushima,Japan","['vb.net', 'java', 'c#']"
Full-time,None,None,None,None,None,None,None,"Ahmedabad,India","['reactjs', 'javascript', 'css']"
Full-time,"Mid-Level, Senior",System Administrator,None,None,None,None,None,"Winnipeg,MB,Canada","['python', 'javascript', 'mysql', 'elasticsearch', 'perl', 'sysadmin']"
Full-time,None,None,None,None,None,None,None,"Osaka,Japan","['java', 'php', 'mysql']"
Full-time,"Junior, Mid-Level, Senior","DevOps, System Administrator","Cloud Services, Internet Infrastructure, Software Development",11–50 people,Private,None,On-siteandlimitedremote,"Unterföhring,Deutschland",[]
Full-time,"Mid-Level, Senior",Frontend Developer,Personal Finance,51–200 people,Private,None,Remote,Noofficelocation,"['css', 'javascript', 'html5', 'angular']"
Full-time,"Senior, Lead",Frontend Developer,"Automotive, Financial Services, Financial Technology",5k–10k people,Private,€50k - 70k (Euros),None,"Amsterdam,Netherlands","['reactjs', 'redux', 'react-native', 'react-redux', 'typescript']"
Full-time,None,None,None,None,None,None,None,"Hyderabad,India","['.net', 'c#']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['reactjs', 'javascript', 'android']"
Full-time,None,None,None,None,None,None,None,"Nagoya,Japan","['vb.net', 'c#', 'java']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Kolkata,India","['php', 'mysql', 'zend-framework']"
Full-time,None,"Frontend Developer, Mobile Developer",None,None,None,None,None,"Noida,India","['android', 'sdk', 'jquery']"
Full-time,None,None,None,None,None,None,None,"Fukuoka,Japan","['html', 'html5', 'javascript']"
Full-time,None,None,"Health Care, Information Technology",10k+ people,Private,None,None,"Austin,TX","['java', 'reactjs', 'spring']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Indore,India","['php', 'jquery']"
Full-time,None,Mobile Developer,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"London,UK","['ios', 'objective-c', 'iphone']"
